,AÑO,MES,DIA,Fecha_Foto,PAX_ESTANCIAS
909,2024.0,10.0,1.0,15-02-2024,196.21203647272537
910,2024.0,10.0,2.0,15-02-2024,191.33346934306087
911,2024.0,10.0,3.0,15-02-2024,331.64702223245706
912,2024.0,10.0,4.0,15-02-2024,293.55280506887243
913,2024.0,10.0,5.0,15-02-2024,309.1518106438633
914,2024.0,10.0,6.0,15-02-2024,300.20955526802175
915,2024.0,10.0,7.0,15-02-2024,276.6922794990108
916,2024.0,10.0,8.0,15-02-2024,335.24850358820345
917,2024.0,10.0,9.0,15-02-2024,280.32437529280844
918,2024.0,10.0,10.0,15-02-2024,257.3287268367906
919,2024.0,10.0,11.0,15-02-2024,306.02590335510416
920,2024.0,10.0,12.0,15-02-2024,300.0338815140665
921,2024.0,10.0,13.0,15-02-2024,314.8117789860391
922,2024.0,10.0,14.0,15-02-2024,338.8078969580091
923,2024.0,10.0,15.0,15-02-2024,307.66728346018465
924,2024.0,10.0,16.0,15-02-2024,288.90984855954633
925,2024.0,10.0,17.0,15-02-2024,332.57092753169206
926,2024.0,10.0,18.0,15-02-2024,281.12563464557087
927,2024.0,10.0,19.0,15-02-2024,261.5704236136617
928,2024.0,10.0,20.0,15-02-2024,203.47340818480632
929,2024.0,10.0,21.0,15-02-2024,302.4213789785457
930,2024.0,10.0,22.0,15-02-2024,255.15665509349833
931,2024.0,10.0,23.0,15-02-2024,355.5904769212023
932,2024.0,10.0,24.0,15-02-2024,299.7904307700434
933,2024.0,10.0,25.0,15-02-2024,429.7374804503277
934,2024.0,10.0,26.0,15-02-2024,643.706814891903
935,2024.0,10.0,27.0,15-02-2024,774.4155462274654
936,2024.0,10.0,28.0,15-02-2024,646.4698983611331
937,2024.0,10.0,29.0,15-02-2024,599.2408119574487
938,2024.0,10.0,30.0,15-02-2024,604.0621103477347
939,2024.0,10.0,31.0,15-02-2024,615.3613545891574
940,2024.0,11.0,1.0,15-02-2024,567.466250362167
941,2024.0,11.0,2.0,15-02-2024,384.5649938721097
942,2024.0,11.0,3.0,15-02-2024,349.15264539622416
943,2024.0,11.0,4.0,15-02-2024,364.2043193351613
944,2024.0,11.0,5.0,15-02-2024,397.2505636997344
945,2024.0,11.0,6.0,15-02-2024,423.1180794237954
946,2024.0,11.0,7.0,15-02-2024,544.246449920438
947,2024.0,11.0,8.0,15-02-2024,551.1001970771844
948,2024.0,11.0,9.0,15-02-2024,629.7638164702947
949,2024.0,11.0,10.0,15-02-2024,602.7220814455707
950,2024.0,11.0,11.0,15-02-2024,636.6788648567705
951,2024.0,11.0,12.0,15-02-2024,648.2162438598841
952,2024.0,11.0,13.0,15-02-2024,628.6247611696068
953,2024.0,11.0,14.0,15-02-2024,627.704656455452
954,2024.0,11.0,15.0,15-02-2024,616.1698521509704
955,2024.0,11.0,16.0,15-02-2024,615.4106005724965
956,2024.0,11.0,17.0,15-02-2024,556.9866046576614
957,2024.0,11.0,18.0,15-02-2024,561.4707295400368
958,2024.0,11.0,19.0,15-02-2024,531.3971862368038
959,2024.0,11.0,20.0,15-02-2024,417.0843217488128
960,2024.0,11.0,21.0,15-02-2024,403.3948864754813
961,2024.0,11.0,22.0,15-02-2024,337.0065115863201
962,2024.0,11.0,23.0,15-02-2024,334.08211211051236
963,2024.0,11.0,24.0,15-02-2024,377.41397930790373
964,2024.0,11.0,25.0,15-02-2024,321.9694139667717
965,2024.0,11.0,26.0,15-02-2024,300.1147854018677
966,2024.0,11.0,27.0,15-02-2024,316.53071272807716
967,2024.0,11.0,28.0,15-02-2024,333.9756235317957
968,2024.0,11.0,29.0,15-02-2024,371.3328464787623
969,2024.0,11.0,30.0,15-02-2024,314.28756328384384
970,2024.0,12.0,1.0,15-02-2024,238.8180857690749
971,2024.0,12.0,2.0,15-02-2024,290.0359115162527
972,2024.0,12.0,3.0,15-02-2024,208.60483435846464
973,2024.0,12.0,4.0,15-02-2024,272.3363538762926
974,2024.0,12.0,5.0,15-02-2024,272.8328926756454
975,2024.0,12.0,6.0,15-02-2024,199.5551525364598
976,2024.0,12.0,7.0,15-02-2024,170.19557970994057
977,2024.0,12.0,8.0,15-02-2024,218.52496060317404
978,2024.0,12.0,9.0,15-02-2024,128.8795697973902
979,2024.0,12.0,10.0,15-02-2024,140.43832099007258
980,2024.0,12.0,11.0,15-02-2024,68.97937281038257
981,2024.0,12.0,12.0,15-02-2024,91.17290460263094
982,2024.0,12.0,13.0,15-02-2024,110.97478670315111
983,2024.0,12.0,14.0,15-02-2024,167.38994924724625
984,2024.0,12.0,15.0,15-02-2024,159.1612366867958
985,2024.0,12.0,16.0,15-02-2024,214.88419458796193
986,2024.0,12.0,17.0,15-02-2024,131.1112611726087
987,2024.0,12.0,18.0,15-02-2024,205.1124881284286
988,2024.0,12.0,19.0,15-02-2024,247.5879808733146
989,2024.0,12.0,20.0,15-02-2024,293.8019888130894
990,2024.0,12.0,21.0,15-02-2024,472.35533805352543
991,2024.0,12.0,22.0,15-02-2024,498.97855202182126
992,2024.0,12.0,23.0,15-02-2024,556.894218930671
993,2024.0,12.0,24.0,15-02-2024,505.62553186549013
994,2024.0,12.0,25.0,15-02-2024,519.5173790208592
995,2024.0,12.0,26.0,15-02-2024,631.7266999393378
996,2024.0,12.0,27.0,15-02-2024,762.7483954834332
997,2024.0,12.0,28.0,15-02-2024,875.8072503108644
998,2024.0,12.0,29.0,15-02-2024,818.1090637405215
999,2024.0,12.0,30.0,15-02-2024,710.706320889818
1000,2024.0,12.0,31.0,15-02-2024,669.084141085562
